student_ID,gender ,student_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,mean,median,standard_deviation,maximum,minimum,total_score,status(P/F),overall_performance
269,female,group D,associate's degree,standard,completed,88,92,95,91.7,92.0,3.51,95,88,275,Pass,Excellent
270,female,group E,partial college,reduced,Incomplete,71,76,70,72.3,71.0,3.21,76,70,217,Pass,Good
271,male,group C,bachelor's degree,standard,Incomplete,69,63,61,64.3,63.0,4.16,69,61,193,Pass,Average
272,male,group C,partial college,standard,Incomplete,58,49,42,49.7,49.0,8.02,58,42,149,Pass,Average
273,female,group D,associate's degree,reduced,Incomplete,47,53,58,52.7,53.0,5.51,58,47,158,Pass,Average
274,female,group D,partial college,standard,Incomplete,65,70,71,68.7,70.0,3.21,71,65,206,Pass,Good
275,male,group B,partial college,standard,completed,88,85,76,83.0,85.0,6.24,88,76,249,Pass,Good
276,male,group C,bachelor's degree,standard,Incomplete,83,78,73,78.0,78.0,5.00,83,73,234,Pass,Good
277,female,group C,partial high school,standard,completed,85,92,93,90.0,92.0,4.36,93,85,270,Pass,Excellent
278,female,group E,high school,standard,completed,59,63,75,65.7,63.0,8.33,75,59,197,Pass,Average
279,female,group C,partial high school,reduced,Incomplete,65,86,80,77.0,80.0,10.82,86,65,231,Pass,Good
280,male,group B,bachelor's degree,reduced,Incomplete,73,56,57,62.0,57.0,9.54,73,56,186,Pass,Average
281,male,group D,high school,standard,Incomplete,53,52,42,49.0,52.0,6.08,53,42,147,Pass,Average
282,male,group D,high school,standard,Incomplete,45,48,46,46.3,46.0,1.53,48,45,139,Pass,Average
283,female,group D,bachelor's degree,reduced,Incomplete,73,79,84,78.7,79.0,5.51,84,73,236,Pass,Good
284,female,group D,partial college,reduced,completed,70,78,78,75.3,78.0,4.62,78,70,226,Pass,Good
285,female,group B,partial high school,standard,Incomplete,37,46,46,43.0,46.0,5.20,46,37,129,Fail,Average
286,male,group B,associate's degree,standard,completed,81,82,82,81.7,82.0,0.58,82,81,245,Pass,Good
287,male,group E,associate's degree,standard,completed,97,82,88,89.0,88.0,7.55,97,82,267,Pass,Excellent
288,female,group B,partial high school,standard,Incomplete,67,89,82,79.3,82.0,11.24,89,67,238,Pass,Good
289,male,group B,bachelor's degree,reduced,Incomplete,88,75,76,79.7,76.0,7.23,88,75,239,Pass,Good
290,male,group E,partial high school,standard,completed,77,76,77,76.7,77.0,0.58,77,76,230,Pass,Good
291,male,group C,associate's degree,standard,Incomplete,76,70,68,71.3,70.0,4.16,76,68,214,Pass,Good
292,male,group D,partial high school,standard,Incomplete,86,73,70,76.3,73.0,8.50,86,70,229,Pass,Good
293,male,group C,partial high school,standard,completed,63,60,57,60.0,60.0,3.00,63,57,180,Pass,Average
294,female,group E,bachelor's degree,standard,Incomplete,65,73,75,71.0,73.0,5.29,75,65,213,Pass,Good
295,male,group D,high school,reduced,completed,78,77,80,78.3,78.0,1.53,80,77,235,Pass,Good
296,male,group B,associate's degree,reduced,Incomplete,67,62,60,63.0,62.0,3.61,67,60,189,Pass,Average
297,male,group A,partial high school,standard,completed,46,41,43,43.3,43.0,2.52,46,41,130,Pass,Average
298,male,group E,associate's degree,standard,completed,71,74,68,71.0,71.0,3.00,74,68,213,Pass,Good
299,male,group C,high school,reduced,completed,40,46,50,45.3,46.0,5.03,50,40,136,Pass,Average
300,male,group D,associate's degree,reduced,Incomplete,90,87,75,84.0,87.0,7.94,90,75,252,Pass,Excellent
301,male,group A,partial college,reduced,completed,81,78,81,80.0,81.0,1.73,81,78,240,Pass,Good
302,male,group D,partial high school,reduced,Incomplete,56,54,52,54.0,54.0,2.00,56,52,162,Pass,Average
303,female,group C,associate's degree,standard,completed,67,84,81,77.3,81.0,9.07,84,67,232,Pass,Good
304,male,group B,associate's degree,standard,Incomplete,80,76,64,73.3,76.0,8.33,80,64,220,Pass,Good
305,female,group C,associate's degree,standard,completed,74,75,83,77.3,75.0,4.93,83,74,232,Pass,Good
306,male,group A,partial college,standard,Incomplete,69,67,69,68.3,69.0,1.15,69,67,205,Pass,Good
307,male,group E,partial college,standard,completed,99,87,81,89.0,87.0,9.17,99,81,267,Pass,Excellent
308,male,group C,partial high school,standard,Incomplete,51,52,44,49.0,51.0,4.36,52,44,147,Pass,Average
309,female,group B,associate's degree,reduced,Incomplete,53,71,67,63.7,67.0,9.45,71,53,191,Pass,Average
310,female,group D,high school,reduced,Incomplete,49,57,52,52.7,52.0,4.04,57,49,158,Pass,Average
311,female,group B,associate's degree,standard,Incomplete,73,76,80,76.3,76.0,3.51,80,73,229,Pass,Good
312,male,group B,bachelor's degree,standard,Incomplete,66,60,57,61.0,60.0,4.58,66,57,183,Pass,Average
313,male,group D,bachelor's degree,standard,completed,67,61,68,65.3,67.0,3.79,68,61,196,Pass,Average
314,female,group C,associate's degree,reduced,completed,68,67,69,68.0,68.0,1.00,69,67,204,Pass,Good
315,female,group C,bachelor's degree,standard,completed,59,64,75,66.0,64.0,8.19,75,59,198,Pass,Average
316,male,group C,high school,standard,Incomplete,71,66,65,67.3,66.0,3.21,71,65,202,Pass,Good
317,female,group D,master's degree,standard,completed,77,82,91,83.3,82.0,7.09,91,77,250,Pass,Excellent
318,male,group C,associate's degree,standard,Incomplete,83,72,78,77.7,78.0,5.51,83,72,233,Pass,Good
319,male,group B,bachelor's degree,standard,Incomplete,63,71,69,67.7,69.0,4.16,71,63,203,Pass,Good
320,female,group D,associate's degree,reduced,Incomplete,56,65,63,61.3,63.0,4.73,65,56,184,Pass,Average
321,female,group C,high school,reduced,completed,67,79,84,76.7,79.0,8.74,84,67,230,Pass,Good
322,female,group E,high school,standard,Incomplete,75,86,79,80.0,79.0,5.57,86,75,240,Pass,Good
323,female,group C,partial college,standard,Incomplete,71,81,80,77.3,80.0,5.51,81,71,232,Pass,Good
324,female,group C,partial high school,reduced,Incomplete,43,53,53,49.7,53.0,5.77,53,43,149,Pass,Average
325,female,group C,high school,reduced,Incomplete,41,46,43,43.3,43.0,2.52,46,41,130,Pass,Average
326,female,group C,partial college,standard,Incomplete,82,90,94,88.7,90.0,6.11,94,82,266,Pass,Excellent
327,male,group C,partial college,standard,Incomplete,61,61,62,61.3,61.0,0.58,62,61,184,Pass,Average
328,male,group A,partial college,reduced,Incomplete,28,23,19,23.3,23.0,4.51,28,19,70,Fail,Poor
329,male,group C,associate's degree,standard,completed,82,75,77,78.0,77.0,3.61,82,75,234,Pass,Good
330,female,group B,partial high school,standard,Incomplete,41,55,51,49.0,51.0,7.21,55,41,147,Pass,Average
331,male,group C,high school,standard,Incomplete,71,60,61,64.0,61.0,6.08,71,60,192,Pass,Average
332,male,group C,associate's degree,standard,Incomplete,47,37,35,39.7,37.0,6.43,47,35,119,Fail,Poor
333,male,group E,associate's degree,standard,completed,62,56,53,57.0,56.0,4.58,62,53,171,Pass,Average
334,male,group B,associate's degree,standard,Incomplete,90,78,81,83.0,81.0,6.24,90,78,249,Pass,Good
335,female,group C,bachelor's degree,standard,Incomplete,83,93,95,90.3,93.0,6.43,95,83,271,Pass,Excellent
336,female,group B,partial college,reduced,Incomplete,61,68,66,65.0,66.0,3.61,68,61,195,Pass,Average
337,male,group D,partial high school,standard,completed,76,70,69,71.7,70.0,3.79,76,69,215,Pass,Good
338,male,group C,associate's degree,standard,Incomplete,49,51,43,47.7,49.0,4.16,51,43,143,Pass,Average
339,female,group B,partial high school,reduced,Incomplete,24,38,27,29.7,27.0,7.37,38,24,89,Fail,Poor
340,female,group D,partial high school,reduced,completed,35,55,60,50.0,55.0,13.23,60,35,150,Fail,Average
341,male,group C,high school,reduced,Incomplete,58,61,52,57.0,58.0,4.58,61,52,171,Pass,Average
342,female,group C,high school,standard,Incomplete,61,73,63,65.7,63.0,6.43,73,61,197,Pass,Average
343,female,group B,high school,standard,completed,69,76,74,73.0,74.0,3.61,76,69,219,Pass,Good
344,male,group D,associate's degree,standard,completed,67,72,67,68.7,67.0,2.89,72,67,206,Pass,Good
345,male,group D,partial college,standard,Incomplete,79,73,67,73.0,73.0,6.00,79,67,219,Pass,Good
346,female,group C,high school,standard,Incomplete,72,80,75,75.7,75.0,4.04,80,72,227,Pass,Good
347,male,group B,partial college,standard,Incomplete,62,61,57,60.0,61.0,2.65,62,57,180,Pass,Average
348,female,group C,bachelor's degree,standard,completed,77,94,95,88.7,94.0,10.12,95,77,266,Pass,Excellent
349,male,group D,high school,reduced,Incomplete,75,74,66,71.7,74.0,4.93,75,66,215,Pass,Good
350,male,group E,associate's degree,standard,Incomplete,87,74,76,79.0,76.0,7.00,87,74,237,Pass,Good
351,female,group B,bachelor's degree,standard,Incomplete,52,65,69,62.0,65.0,8.89,69,52,186,Pass,Average
352,male,group E,partial college,standard,Incomplete,66,57,52,58.3,57.0,7.09,66,52,175,Pass,Average
353,female,group C,partial college,standard,completed,63,78,80,73.7,78.0,9.29,80,63,221,Pass,Good
354,female,group C,associate's degree,standard,Incomplete,46,58,57,53.7,57.0,6.66,58,46,161,Pass,Average
355,female,group C,partial college,standard,Incomplete,59,71,70,66.7,70.0,6.66,71,59,200,Pass,Good
356,female,group B,bachelor's degree,standard,Incomplete,61,72,70,67.7,70.0,5.86,72,61,203,Pass,Good
357,male,group A,associate's degree,standard,Incomplete,63,61,61,61.7,61.0,1.15,63,61,185,Pass,Average
358,female,group C,partial college,reduced,completed,42,66,69,59.0,66.0,14.80,69,42,177,Pass,Average
359,male,group D,partial college,reduced,Incomplete,59,62,61,60.7,61.0,1.53,62,59,182,Pass,Average
360,female,group D,partial college,standard,Incomplete,80,90,89,86.3,89.0,5.51,90,80,259,Pass,Excellent
361,female,group B,high school,standard,Incomplete,58,62,59,59.7,59.0,2.08,62,58,179,Pass,Average
362,male,group B,partial high school,standard,completed,85,84,78,82.3,84.0,3.79,85,78,247,Pass,Good
363,female,group C,partial college,standard,Incomplete,52,58,58,56.0,58.0,3.46,58,52,168,Pass,Average
364,female,group D,partial high school,reduced,Incomplete,27,34,32,31.0,32.0,3.61,34,27,93,Fail,Poor
365,male,group C,partial college,standard,Incomplete,59,60,58,59.0,59.0,1.00,60,58,177,Pass,Average
366,male,group A,bachelor's degree,reduced,completed,49,58,60,55.7,58.0,5.86,60,49,167,Pass,Average
367,male,group C,high school,standard,completed,69,58,53,60.0,58.0,8.19,69,53,180,Pass,Average
368,male,group C,bachelor's degree,reduced,Incomplete,61,66,61,62.7,61.0,2.89,66,61,188,Pass,Average
369,female,group A,partial high school,reduced,Incomplete,44,64,58,55.3,58.0,10.26,64,44,166,Pass,Average
370,female,group D,partial high school,standard,Incomplete,73,84,85,80.7,84.0,6.66,85,73,242,Pass,Good
371,male,group E,partial college,standard,Incomplete,84,77,71,77.3,77.0,6.51,84,71,232,Pass,Good
372,female,group C,partial college,reduced,completed,45,73,70,62.7,70.0,15.37,73,45,188,Pass,Average
373,male,group D,partial high school,standard,Incomplete,74,74,72,73.3,74.0,1.15,74,72,220,Pass,Good
374,female,group D,partial college,standard,completed,82,97,96,91.7,96.0,8.39,97,82,275,Pass,Excellent
375,female,group D,bachelor's degree,standard,Incomplete,59,70,73,67.3,70.0,7.37,73,59,202,Pass,Good
376,male,group E,associate's degree,reduced,Incomplete,46,43,41,43.3,43.0,2.52,46,41,130,Pass,Average
377,female,group D,partial high school,standard,Incomplete,80,90,82,84.0,82.0,5.29,90,80,252,Pass,Excellent
378,female,group D,master's degree,reduced,completed,85,95,100,93.3,95.0,7.64,100,85,280,Pass,Excellent
379,female,group A,partial high school,standard,Incomplete,71,83,77,77.0,77.0,6.00,83,71,231,Pass,Good
380,male,group A,bachelor's degree,standard,Incomplete,66,64,62,64.0,64.0,2.00,66,62,192,Pass,Average
381,female,group B,associate's degree,standard,Incomplete,80,86,83,83.0,83.0,3.00,86,80,249,Pass,Good
382,male,group C,associate's degree,standard,completed,87,100,95,94.0,95.0,6.56,100,87,282,Pass,Excellent
383,male,group C,master's degree,reduced,Incomplete,79,81,71,77.0,79.0,5.29,81,71,231,Pass,Good
384,female,group E,partial high school,reduced,Incomplete,38,49,45,44.0,45.0,5.57,49,38,132,Fail,Average
385,female,group A,partial high school,reduced,Incomplete,38,43,43,41.3,43.0,2.89,43,38,124,Fail,Poor
386,female,group E,partial college,standard,Incomplete,67,76,75,72.7,75.0,4.93,76,67,218,Pass,Good
387,female,group E,bachelor's degree,standard,Incomplete,64,73,70,69.0,70.0,4.58,73,64,207,Pass,Good
388,female,group C,associate's degree,reduced,Incomplete,57,78,67,67.3,67.0,10.50,78,57,202,Pass,Good
389,female,group D,high school,standard,Incomplete,62,64,64,63.3,64.0,1.15,64,62,190,Pass,Average
390,male,group D,master's degree,standard,Incomplete,73,70,75,72.7,73.0,2.52,75,70,218,Pass,Good
391,male,group E,partial high school,reduced,completed,73,67,59,66.3,67.0,7.02,73,59,199,Pass,Average
392,female,group D,partial college,standard,Incomplete,77,68,77,74.0,77.0,5.20,77,68,222,Pass,Good
393,male,group E,partial college,standard,Incomplete,76,67,67,70.0,67.0,5.20,76,67,210,Pass,Good
394,male,group C,associate's degree,standard,completed,57,54,56,55.7,56.0,1.53,57,54,167,Pass,Average
395,female,group C,partial high school,standard,completed,65,74,77,72.0,74.0,6.24,77,65,216,Pass,Good
396,male,group A,high school,reduced,Incomplete,48,45,41,44.7,45.0,3.51,48,41,134,Pass,Average
397,female,group B,high school,reduced,Incomplete,50,67,63,60.0,63.0,8.89,67,50,180,Pass,Average
398,female,group C,associate's degree,standard,Incomplete,85,89,95,89.7,89.0,5.03,95,85,269,Pass,Excellent
399,male,group B,partial high school,standard,Incomplete,74,63,57,64.7,63.0,8.62,74,57,194,Pass,Average
400,male,group D,partial high school,standard,Incomplete,60,59,54,57.7,59.0,3.21,60,54,173,Pass,Average
401,female,group C,partial high school,standard,completed,59,54,67,60.0,59.0,6.56,67,54,180,Pass,Average
402,male,group A,partial college,standard,Incomplete,53,43,43,46.3,43.0,5.77,53,43,139,Pass,Average
403,female,group A,partial college,reduced,Incomplete,49,65,55,56.3,55.0,8.08,65,49,169,Pass,Average
404,female,group D,high school,standard,completed,88,99,100,95.7,99.0,6.66,100,88,287,Pass,Excellent
405,female,group C,high school,standard,Incomplete,54,59,62,58.3,59.0,4.04,62,54,175,Pass,Average
406,female,group C,partial high school,standard,Incomplete,63,73,68,68.0,68.0,5.00,73,63,204,Pass,Good
407,male,group B,associate's degree,standard,completed,65,65,63,64.3,65.0,1.15,65,63,193,Pass,Average
408,female,group B,associate's degree,standard,Incomplete,82,80,77,79.7,80.0,2.52,82,77,239,Pass,Good
409,female,group D,high school,reduced,completed,52,57,56,55.0,56.0,2.65,57,52,165,Pass,Average
410,male,group D,associate's degree,standard,completed,87,84,85,85.3,85.0,1.53,87,84,256,Pass,Excellent
411,female,group D,master's degree,standard,completed,70,71,74,71.7,71.0,2.08,74,70,215,Pass,Good
412,male,group E,partial college,standard,completed,84,83,78,81.7,83.0,3.21,84,78,245,Pass,Good
413,male,group D,associate's degree,standard,Incomplete,71,66,60,65.7,66.0,5.51,71,60,197,Pass,Average
414,male,group B,partial high school,standard,completed,63,67,67,65.7,67.0,2.31,67,63,197,Pass,Average
415,female,group C,bachelor's degree,reduced,completed,51,72,79,67.3,72.0,14.57,79,51,202,Pass,Good
416,male,group E,high school,standard,Incomplete,84,73,69,75.3,73.0,7.77,84,69,226,Pass,Good
417,male,group C,bachelor's degree,standard,completed,71,74,68,71.0,71.0,3.00,74,68,213,Pass,Good
418,male,group C,associate's degree,standard,Incomplete,74,73,67,71.3,73.0,3.79,74,67,214,Pass,Good
419,male,group D,partial college,standard,Incomplete,68,59,62,63.0,62.0,4.58,68,59,189,Pass,Average
420,male,group E,high school,reduced,completed,57,56,54,55.7,56.0,1.53,57,54,167,Pass,Average
421,female,group C,associate's degree,reduced,completed,82,93,93,89.3,93.0,6.35,93,82,268,Pass,Excellent
422,female,group D,high school,standard,completed,57,58,64,59.7,58.0,3.79,64,57,179,Pass,Average
423,female,group D,master's degree,reduced,completed,47,58,67,57.3,58.0,10.02,67,47,172,Pass,Average
424,female,group A,partial high school,standard,completed,59,85,80,74.7,80.0,13.80,85,59,224,Pass,Good
425,male,group B,partial college,reduced,Incomplete,41,39,34,38.0,39.0,3.61,41,34,114,Fail,Poor
426,female,group C,partial college,reduced,Incomplete,62,67,62,63.7,62.0,2.89,67,62,191,Pass,Average
427,male,group C,bachelor's degree,standard,Incomplete,86,83,86,85.0,86.0,1.73,86,83,255,Pass,Excellent
428,male,group C,partial high school,reduced,Incomplete,69,71,65,68.3,69.0,3.06,71,65,205,Pass,Good
429,male,group A,partial high school,reduced,Incomplete,65,59,53,59.0,59.0,6.00,65,53,177,Pass,Average
430,male,group C,partial high school,reduced,Incomplete,68,63,54,61.7,63.0,7.09,68,54,185,Pass,Average
431,male,group C,associate's degree,reduced,Incomplete,64,66,59,63.0,64.0,3.61,66,59,189,Pass,Average
432,female,group C,high school,standard,Incomplete,61,72,70,67.7,70.0,5.86,72,61,203,Pass,Good
433,male,group C,high school,standard,Incomplete,61,56,55,57.3,56.0,3.21,61,55,172,Pass,Average
434,female,group A,partial high school,reduced,Incomplete,47,59,50,52.0,50.0,6.24,59,47,156,Pass,Average
435,male,group C,partial high school,standard,Incomplete,73,66,66,68.3,66.0,4.04,73,66,205,Pass,Good
436,male,group C,partial college,reduced,completed,50,48,53,50.3,50.0,2.52,53,48,151,Pass,Average
437,male,group D,associate's degree,standard,Incomplete,75,68,64,69.0,68.0,5.57,75,64,207,Pass,Good
438,male,group D,associate's degree,reduced,Incomplete,75,66,73,71.3,73.0,4.73,75,66,214,Pass,Good
439,male,group C,high school,standard,Incomplete,70,56,51,59.0,56.0,9.85,70,51,177,Pass,Average
440,male,group D,partial high school,standard,completed,89,88,82,86.3,88.0,3.79,89,82,259,Pass,Excellent
441,female,group C,partial college,standard,completed,67,81,79,75.7,79.0,7.57,81,67,227,Pass,Good
442,female,group D,high school,standard,Incomplete,78,81,80,79.7,80.0,1.53,81,78,239,Pass,Good
443,female,group A,partial high school,reduced,Incomplete,59,73,69,67.0,69.0,7.21,73,59,201,Pass,Good
444,female,group B,associate's degree,standard,Incomplete,73,83,76,77.3,76.0,5.13,83,73,232,Pass,Good
445,male,group A,partial high school,reduced,Incomplete,79,82,73,78.0,79.0,4.58,82,73,234,Pass,Good
446,female,group C,partial high school,standard,completed,67,74,77,72.7,74.0,5.13,77,67,218,Pass,Good
447,male,group D,partial college,reduced,Incomplete,69,66,60,65.0,66.0,4.58,69,60,195,Pass,Average
448,male,group C,high school,standard,completed,86,81,80,82.3,81.0,3.21,86,80,247,Pass,Good
449,male,group B,high school,standard,Incomplete,47,46,42,45.0,46.0,2.65,47,42,135,Pass,Average
450,male,group B,associate's degree,standard,Incomplete,81,73,72,75.3,73.0,4.93,81,72,226,Pass,Good
451,female,group C,partial college,reduced,completed,64,85,85,78.0,85.0,12.12,85,64,234,Pass,Good
452,female,group E,partial college,standard,Incomplete,100,92,97,96.3,97.0,4.04,100,92,289,Pass,Excellent
453,female,group C,associate's degree,reduced,Incomplete,65,77,74,72.0,74.0,6.24,77,65,216,Pass,Good
454,male,group C,partial college,reduced,Incomplete,65,58,49,57.3,58.0,8.02,65,49,172,Pass,Average
455,female,group C,associate's degree,reduced,Incomplete,53,61,62,58.7,61.0,4.93,62,53,176,Pass,Average
456,male,group C,bachelor's degree,reduced,Incomplete,37,56,47,46.7,47.0,9.50,56,37,140,Fail,Average
457,female,group D,bachelor's degree,standard,Incomplete,79,89,89,85.7,89.0,5.77,89,79,257,Pass,Excellent
458,male,group D,associate's degree,reduced,Incomplete,53,54,48,51.7,53.0,3.21,54,48,155,Pass,Average
459,female,group E,bachelor's degree,standard,Incomplete,100,100,100,100.0,100.0,0.00,100,100,300,Pass,Excellent
460,male,group B,high school,standard,completed,72,65,68,68.3,68.0,3.51,72,65,205,Pass,Good
461,male,group C,bachelor's degree,reduced,Incomplete,53,58,55,55.3,55.0,2.52,58,53,166,Pass,Average
462,male,group B,partial college,reduced,Incomplete,54,54,45,51.0,54.0,5.20,54,45,153,Pass,Average
463,female,group E,partial college,standard,Incomplete,71,70,76,72.3,71.0,3.21,76,70,217,Pass,Good
464,female,group C,partial college,reduced,Incomplete,77,90,91,86.0,90.0,7.81,91,77,258,Pass,Excellent
465,male,group A,bachelor's degree,standard,completed,75,58,62,65.0,62.0,8.89,75,58,195,Pass,Average
466,female,group C,partial college,standard,Incomplete,84,87,91,87.3,87.0,3.51,91,84,262,Pass,Excellent
467,female,group D,associate's degree,reduced,Incomplete,26,31,38,31.7,31.0,6.03,38,26,95,Fail,Poor
468,male,group A,high school,reduced,completed,72,67,65,68.0,67.0,3.61,72,65,204,Pass,Good
469,female,group A,high school,reduced,completed,77,88,85,83.3,85.0,5.69,88,77,250,Pass,Excellent
470,male,group C,partial college,standard,Incomplete,91,74,76,80.3,76.0,9.29,91,74,241,Pass,Good
471,female,group C,associate's degree,standard,completed,83,85,90,86.0,85.0,3.61,90,83,258,Pass,Excellent
472,female,group C,high school,standard,Incomplete,63,69,74,68.7,69.0,5.51,74,63,206,Pass,Good
473,female,group C,associate's degree,standard,completed,68,86,84,79.3,84.0,9.87,86,68,238,Pass,Good
474,female,group D,partial high school,standard,Incomplete,59,67,61,62.3,61.0,4.16,67,59,187,Pass,Average
475,female,group B,associate's degree,standard,completed,90,90,91,90.3,90.0,0.58,91,90,271,Pass,Excellent
476,female,group D,bachelor's degree,standard,completed,71,76,83,76.7,76.0,6.03,83,71,230,Pass,Good
477,male,group E,bachelor's degree,standard,completed,76,62,66,68.0,66.0,7.21,76,62,204,Pass,Good
478,male,group D,associate's degree,standard,Incomplete,80,68,72,73.3,72.0,6.11,80,68,220,Pass,Good
479,female,group D,master's degree,standard,Incomplete,55,64,70,63.0,64.0,7.55,70,55,189,Pass,Average
480,male,group E,associate's degree,standard,Incomplete,76,71,67,71.3,71.0,4.51,76,67,214,Pass,Good
481,male,group B,high school,standard,completed,73,71,68,70.7,71.0,2.52,73,68,212,Pass,Good
482,female,group D,associate's degree,reduced,Incomplete,52,59,56,55.7,56.0,3.51,59,52,167,Pass,Average
483,male,group C,partial college,reduced,Incomplete,68,68,61,65.7,68.0,4.04,68,61,197,Pass,Average
484,male,group A,high school,standard,Incomplete,59,52,46,52.3,52.0,6.51,59,46,157,Pass,Average
485,female,group B,associate's degree,standard,Incomplete,49,52,54,51.7,52.0,2.52,54,49,155,Pass,Average
486,male,group C,high school,standard,Incomplete,70,74,71,71.7,71.0,2.08,74,70,215,Pass,Good
487,male,group D,partial college,reduced,Incomplete,61,47,56,54.7,56.0,7.09,61,47,164,Pass,Average
488,female,group C,associate's degree,reduced,Incomplete,60,75,74,69.7,74.0,8.39,75,60,209,Pass,Good
489,male,group B,partial high school,standard,completed,64,53,57,58.0,57.0,5.57,64,53,174,Pass,Average
490,male,group A,associate's degree,reduced,completed,79,82,82,81.0,82.0,1.73,82,79,243,Pass,Good
491,female,group A,associate's degree,reduced,Incomplete,65,85,76,75.3,76.0,10.02,85,65,226,Pass,Good
492,female,group C,associate's degree,standard,Incomplete,64,64,70,66.0,64.0,3.46,70,64,198,Pass,Average
493,female,group C,partial college,standard,Incomplete,83,83,90,85.3,83.0,4.04,90,83,256,Pass,Excellent
494,female,group C,bachelor's degree,standard,Incomplete,81,88,90,86.3,88.0,4.73,90,81,259,Pass,Excellent
495,female,group B,high school,standard,Incomplete,54,64,68,62.0,64.0,7.21,68,54,186,Pass,Average
496,male,group D,high school,standard,completed,68,64,66,66.0,66.0,2.00,68,64,198,Pass,Average
497,female,group C,partial college,standard,Incomplete,54,48,52,51.3,52.0,3.06,54,48,154,Pass,Average
498,female,group D,partial college,reduced,completed,59,78,76,71.0,76.0,10.44,78,59,213,Pass,Good
499,female,group B,partial high school,standard,Incomplete,66,69,68,67.7,68.0,1.53,69,66,203,Pass,Good
500,male,group E,partial college,standard,Incomplete,76,71,72,73.0,72.0,2.65,76,71,219,Pass,Good
501,female,group D,master's degree,standard,Incomplete,74,79,82,78.3,79.0,4.04,82,74,235,Pass,Good
502,female,group B,associate's degree,standard,completed,94,87,92,91.0,92.0,3.61,94,87,273,Pass,Excellent
503,male,group C,partial college,reduced,Incomplete,63,61,54,59.3,61.0,4.73,63,54,178,Pass,Average
504,female,group E,associate's degree,standard,completed,95,89,92,92.0,92.0,3.00,95,89,276,Pass,Excellent
505,female,group D,master's degree,reduced,Incomplete,40,59,54,51.0,54.0,9.85,59,40,153,Pass,Average
506,female,group B,partial high school,standard,Incomplete,82,82,80,81.3,82.0,1.15,82,80,244,Pass,Good
507,male,group A,high school,standard,Incomplete,68,70,66,68.0,68.0,2.00,70,66,204,Pass,Good
508,male,group B,bachelor's degree,reduced,Incomplete,55,59,54,56.0,55.0,2.65,59,54,168,Pass,Average
509,male,group C,master's degree,standard,Incomplete,79,78,77,78.0,78.0,1.00,79,77,234,Pass,Good
510,female,group C,bachelor's degree,standard,Incomplete,86,92,87,88.3,87.0,3.21,92,86,265,Pass,Excellent
511,male,group D,partial college,standard,Incomplete,76,71,73,73.3,73.0,2.52,76,71,220,Pass,Good
512,male,group A,partial high school,standard,Incomplete,64,50,43,52.3,50.0,10.69,64,43,157,Pass,Average
513,male,group D,partial high school,reduced,Incomplete,62,49,52,54.3,52.0,6.81,62,49,163,Pass,Average
514,female,group B,partial high school,standard,completed,54,61,62,59.0,61.0,4.36,62,54,177,Pass,Average
515,female,group B,master's degree,reduced,completed,77,97,94,89.3,94.0,10.79,97,77,268,Pass,Excellent
516,female,group C,partial high school,standard,completed,76,87,85,82.7,85.0,5.86,87,76,248,Pass,Good
517,female,group D,partial college,standard,Incomplete,74,89,84,82.3,84.0,7.64,89,74,247,Pass,Good
518,female,group E,partial college,standard,completed,66,74,73,71.0,73.0,4.36,74,66,213,Pass,Good
519,female,group D,partial high school,standard,completed,66,78,78,74.0,78.0,6.93,78,66,222,Pass,Good
520,female,group B,high school,reduced,completed,67,78,79,74.7,78.0,6.66,79,67,224,Pass,Good
521,male,group D,partial college,standard,Incomplete,71,49,52,57.3,52.0,11.93,71,49,172,Pass,Average
522,female,group C,associate's degree,standard,Incomplete,91,86,84,87.0,86.0,3.61,91,84,261,Pass,Excellent
523,male,group D,bachelor's degree,standard,Incomplete,69,58,57,61.3,58.0,6.66,69,57,184,Pass,Average
524,male,group C,master's degree,reduced,Incomplete,54,59,50,54.3,54.0,4.51,59,50,163,Pass,Average
525,male,group C,high school,standard,completed,53,52,49,51.3,52.0,2.08,53,49,154,Pass,Average
526,male,group E,partial college,standard,Incomplete,68,60,59,62.3,60.0,4.93,68,59,187,Pass,Average
527,male,group C,partial high school,reduced,completed,56,61,60,59.0,60.0,2.65,61,56,177,Pass,Average
528,female,group C,high school,reduced,Incomplete,36,53,43,44.0,43.0,8.54,53,36,132,Fail,Average
529,female,group D,bachelor's degree,reduced,Incomplete,29,41,47,39.0,41.0,9.17,47,29,117,Fail,Poor
530,female,group C,associate's degree,standard,Incomplete,62,74,70,68.7,70.0,6.11,74,62,206,Pass,Good
531,female,group C,associate's degree,standard,completed,68,67,73,69.3,68.0,3.21,73,67,208,Pass,Good
532,female,group C,partial high school,standard,Incomplete,47,54,53,51.3,53.0,3.79,54,47,154,Pass,Average
533,male,group E,associate's degree,standard,completed,62,61,58,60.3,61.0,2.08,62,58,181,Pass,Average
534,female,group E,associate's degree,standard,completed,79,88,94,87.0,88.0,7.55,94,79,261,Pass,Excellent
535,male,group B,high school,standard,completed,73,69,68,70.0,69.0,2.65,73,68,210,Pass,Good
536,female,group C,bachelor's degree,reduced,completed,66,83,83,77.3,83.0,9.81,83,66,232,Pass,Good
537,male,group C,associate's degree,standard,completed,51,60,58,56.3,58.0,4.73,60,51,169,Pass,Average
